Intento (1) | a: 16 | b: 8 | Resultado: Jfcflñtqflfleehaewtenehutdvrelewtjdifaeññdmievejfeñibteñaidvaeñvfrdivfjjfftñiñfleqtfaecfjfejfndivuteañfwitvjiaeleañehrdevafhldemcdjlihdhlenfrtvfhbtavdpnuteheñndñfvbfñfrivadvtfñrivejbjfvvfrdivfjlenfrtvfrdivrivañfejriñivfndñthiñdqdvfjcevaeejfndivdyfffaeññdmfñevqtfaecfjfejcdeñrijehfjfhndedvadtvfkiñfhbeñijteqihedvxiñciuteejntejihekfydfñeañfhflisbiñehijjeqifjbfdhfehilejfhrtfañikiñfhleehaewtenehejcdvdhaeñdilehfjtldvxiñciuteejfndivañfwiañehrdevafhldemcdjlihdhlejydijiqdriñthilejfhrtfjehhehevafcdjhivheqtvlfhlihdhslihrdevaihrdvrtevafcdjbñdceñfhlihdhfldxeñevrdfleiañfhnfrtvfhejydijiqdrileñthdfadevelihricbivevaehtviutehetadjdmfbfñfjfbñdceñflihdhsiañibfñfejñexteñmisehaerfñqfcevailehehevafcdjhdqvdxdrfñdfejbñdceñiuteñerdyeejbfdhleheqtvlfhlihdhrivehafhlihdhherivadvtfñfrivejbjfvvfrdivfjlenfrtvfrdivshedvdrdfñfrivjfflcdvdhañfrdivlejfhheqtvlfhlihdhrtfvlijfhbñdceñfhbeñhivfhdvctvdmflfhrivhbtavdpnrtcbjfvhthvinevafldfhlekfyeññerdydlijfbñdceñflihdhrdafjfdvxiñcfrdivlejcdvdhaeñdilehfjtl
Intento (22) | a: 10 | b: 11 | Resultado: Gflftñciftftyysxywcyhysjcrpoytywcgrzfxyññrazypygfyñzecyñxzrpxyñpforzpfggffcñzñftyicfxylfgfygfhrzpjcyxñfwzcpgzxytyxñysorypxfstryalrgtzsrstyhfocpfsecxprbhjcysyñhrñfpefñfozpxrpcfñozpygegfppforzpfgtyhfocpforzpozpxñfygozñzpfhrñcszñrirpfglypxyygfhrzprkfffxyññrafñypicfxylfgfyglryñozgysfgfshryrpxrcpfnzñfseyñzgcyizsyrpdzñlzjcyyghcygzsynfkrfñyxñfsftzvezñyszggyizfgefrsfysztygfsocfxñznzñfstyysxywcyhysyglrprsxyñrztysfgctrpdzñlzjcyygfhrzpxñfwzxñysorypxfstryalrgtzsrstygkrzgzirozñcsztygfsocfgyssysypxflrgszpsyicptfstzsrsvtzsorypxzsorpocypxflrgeñrlyñfstzsrsftrdyñyporftyzxñfshfocpfsygkrzgziroztyñcsrfxrypytzsozlezpypxyscpzjcysycxrgrafefñfgfeñrlyñftzsrsvzxñzefñfygñydcyñazvysxyofñiflypxztysysypxflrgsriprdrofñrfygeñrlyñzjcyñyorkyygefrstysyicptfstzsrsozpysxfstzsrssyozpxrpcfñfozpygegfppforzpfgtyhfocpforzpvsyrprorfñfozpgfftlrprsxñforzptygfssyicptfstzsrsocfptzgfseñrlyñfseyñszpfsrplcpraftfsozpsecxprbhoclegfpscspzhypxftrfstynfkyññyorkrtzgfeñrlyñftzsrsorxfgfrpdzñlforzptyglrprsxyñrztysfgct
Intento (22) | a: 10 | b: 12 | Resultado: Ñnsnbvkpnbnbggafgekgogaqkzxwgbgekñzhnfgvvzihgxgñngvhmkgvfhzxfgvxnwzhxnññnnkvhvnbgpknfgsnñngñnozhxqkgfvnehkxñhfgbgfvgawzgxfnabzgiszñbhazabgonwkxnamkfxzjoqkgagvozvnxmnvnwhxfzxknvwhxgñmñnxxnwzhxnñbgonwkxnwzhxwhxfvngñwhvhxnozvkahvzpzxnñsgxfggñnozhxzrnnnfgvvzinvgxpknfgsnñngñszgvwhñganñnaozgzxfzkxnuhvnamgvhñkgphagzxlhvshqkggñokgñhagunrznvgfvnanbhdmhvgahññgphnñmnzangahbgñnawknfvhuhvnabggafgekgogagñszxzafgvzhbganñkbzxlhvshqkggñnozhxfvnehfvgawzgxfnabzgiszñbhazabgñrzhñhpzwhvkahbgñnawknñgaagagxfnszñahxagpkxbnabhazadbhawzgxfhawzxwkgxfnszñmvzsgvnabhazanbzlgvgxwznbghfvnaonwkxnagñrzhñhpzwhbgvkaznfzgxgbhawhsmhxgxfgakxhqkgagkfzñzinmnvnñnmvzsgvnbhazadhfvhmnvngñvglkgvihdgafgwnvpnsgxfhbgagagxfnszñazpxzlzwnvzngñmvzsgvhqkgvgwzrggñmnzabgagpkxbnabhazawhxgafnabhazaagwhxfzxknvnwhxgñmñnxxnwzhxnñbgonwkxnwzhxdagzxzwznvnwhxñnnbszxzafvnwzhxbgñnaagpkxbnabhazawknxbhñnamvzsgvnamgvahxnazxskxzinbnawhxamkfxzjowksmñnxakaxhogxfnbznabgunrgvvgwzrzbhñnmvzsgvnbhazawzfnñnzxlhvsnwzhxbgñszxzafgvzhbganñkb
Intento (22) | a: 10 | b: 13 | Resultado: Vuaujdrxujujññinñmrñwñiyrhfeñjñmrvhounñddhpoñfñvuñdotrñdnohfnñdfuehofuvvuurdodujñxrunñauvuñvuwhofyrñndumorfvonñjñndñiehñfnuijhñpahvjoihijñwuerfuitrnfhqwyrñiñdwhduftudueofnhfrudeofñvtvuffuehofuvjñwuerfuehofeofnduñveodofuwhdriodhxhfuvañfnññvuwhofhzuuunñddhpudñfxrunñauvuñvahñdeovñiuvuiwhñhfnhrfucoduitñdovrñxoiñhfsodaoyrññvwrñvoiñcuzhudñnduiujoltodñiovvñxouvtuhiuñiojñvuierundocoduijññinñmrñwñiñvahfhinñdhojñiuvrjhfsodaoyrññvuwhofndumondñiehñfnuijhñpahvjoihijñvzhovoxheodriojñvuieruvñiiñiñfnuahviofiñxrfjuijoihiljoiehñfnoiehferñfnuahvtdhañduijoihiujhsñdñfehujñonduiwuerfuiñvzhovoxheojñdrihunhñfñjoieoatofñfnñirfoyrñiñrnhvhputuduvutdhañdujoihilondotuduñvdñsrñdpolñinñeudxuañfnojñiñiñfnuahvihxfhsheudhuñvtdhañdoyrñdñehzññvtuhijñiñxrfjuijoihieofñinuijoihiiñeofnhfrudueofñvtvuffuehofuvjñwuerfuehofliñhfhehudueofvuujahfhinduehofjñvuiiñxrfjuijoihierufjovuitdhañduitñdiofuihfarfhpujuieofitrnfhqweratvufirifowñfnujhuijñcuzñddñehzhjovutdhañdujoihiehnuvuhfsodauehofjñvahfhinñdhojñiuvrj
Intento (22) | a: 10 | b: 14 | Resultado: Dcicqlzfcqcqvvpuvtzvevpgzonmvqvtzdowcuvlloxwvnvdcvlwbzvluwonuvlncmowncddcczlwlcqvfzcuvicdcvdceowngzvulctwzndwuvqvulvpmovnucpqovxiodqwpopqvecmzncpbzunoyegzvpvleolcnbclcmwnuonzclmwnvdbdcnncmowncdqvecmzncmownmwnulcvdmwlwnceolzpwlofoncdivnuvvdceownohcccuvlloxclvnfzcuvicdcvdiovlmwdvpcdcpeovonuoznckwlcpbvlwdzvfwpvonawliwgzvvdezvdwpvkchoclvulcpcqwsbwlvpwddvfwcdbcopcvpwqvdcpmzculwkwlcpqvvpuvtzvevpvdionopuvlowqvpcdzqonawliwgzvvdceownulctwulvpmovnucpqovxiodqwpopqvdhowdwfomwlzpwqvdcpmzcdvppvpvnuciodpwnpvfznqcpqwpopsqwpmovnuwpmonmzvnuciodbloivlcpqwpopcqoavlvnmocqvwulcpecmzncpvdhowdwfomwqvlzpocuovnvqwpmwibwnvnuvpznwgzvpvzuodoxcbclcdcbloivlcqwpopswulwbclcvdlvazvlxwsvpuvmclfcivnuwqvpvpvnuciodpofnoaomclocvdbloivlwgzvlvmohvvdbcopqvpvfznqcpqwpopmwnvpucpqwpoppvmwnuonzclcmwnvdbdcnncmowncdqvecmzncmownspvonomoclcmwndccqionopulcmownqvdcppvfznqcpqwpopmzcnqwdcpbloivlcpbvlpwncponiznoxcqcpmwnpbzunoyemzibdcnpzpnwevnucqocpqvkchvllvmohoqwdcbloivlcqwpopmoucdconawlicmownqvdionopuvlowqvpcdzq
Intento (22) | a: 10 | b: 15 | Resultado: Lkpkyshnkykyddxcdbhdmdxñhwutdydbhlwekcdsswfedudlkdsejhdscewucdsuktweukllkkhseskydnhkcdpklkdlkmweuñhdcskbehulecdydcsdxtwduckxywdfpwlyexwxydmkthukxjhcuwgmñhdxdsmwskujkskteucwuhksteudljlkuuktweuklydmkthuktweuteucskdlteseukmwshxeswnwuklpducddlkmweuwokkkcdsswfksdunhkcdpklkdlpwdsteldxklkxmwdwucwhukreskxjdselhdnexdwuiespeñhddlmhdlexdrkowksdcskxkyeajesdxelldnekljkwxkdxeydlkxthkcsereskxyddxcdbhdmdxdlpwuwxcdsweydxklhywuiespeñhddlkmweucskbecsdxtwduckxywdfpwlyexwxydlowelenwteshxeydlkxthkldxxdxduckpwlxeuxdnhuykxyexwxayextwducextwuthduckpwljswpdskxyexwxkywidsdutwkydecskxmkthukxdlowelenwteydshxwkcwdudyextepjeuducdxhueñhdxdhcwlwfkjksklkjswpdskyexwxaecsejkskdlsdihdsfeadxcdtksnkpduceydxdxduckpwlxwnuwiwtkswkdljswpdseñhdsdtwoddljkwxydxdnhuykxyexwxteudxckxyexwxxdteucwuhkskteudljlkuuktweuklydmkthuktweuaxdwuwtwkskteulkkypwuwxcsktweuydlkxxdnhuykxyexwxthkuyelkxjswpdskxjdsxeukxwuphuwfkykxteuxjhcuwgmthpjlkuxhxuemduckywkxydrkodssdtwowyelkjswpdskyexwxtwcklkwuiespktweuydlpwuwxcdsweydxklhy
Intento (22) | a: 10 | b: 16 | Resultado: Srxrgaourgrgllfkljoltlfvoecblgljosemrklaaenmlclsrlamqolakmecklacrbemcrssrroamargluorklxrsrlsrtemcvolkarjmocsmklglkalfbelckrfgelnxesgmfefgltrbocrfqokceñtvolflatearcqrarbmckecorabmclsqsrccrbemcrsgltrbocrbemcbmckarlsbmamcrteaofmaeuecrsxlckllsrtemcewrrrklaaenralcuorklxrsrlsxelabmslfrsrfteleckeocrzmarfqlamsolumflecpmaxmvollstolsmflzrweralkarfrgmiqmalfmsslumrsqrefrlfmglsrfborkamzmarfgllfkljoltlflsxecefklaemglfrsogecpmaxmvollsrtemckarjmkalfbelckrfgelnxesgmfefglswemsmuebmaofmglsrfborslfflflckrxesfmcfluocgrfgmfefigmfbelckmfbecbolckrxesqaexlarfgmfefrgeplalcberglmkarftrbocrflswemsmuebmglaoferkelclgmfbmxqmclcklfocmvolflokesenrqrarsrqaexlargmfefimkamqrarlsalpolanmilfklbraurxlckmglflflckrxesfeucepebraerlsqaexlamvolalbewllsqrefglfluocgrfgmfefbmclfkrfgmfefflbmckecorarbmclsqsrccrbemcrsgltrbocrbemcifleceberarbmcsrrgxecefkarbemcglsrffluocgrfgmfefborcgmsrfqaexlarfqlafmcrfecxocenrgrfbmcfqokceñtboxqsrcfofcmtlckrgerfglzrwlaalbewegmsrqaexlargmfefbekrsrecpmaxrbemcglsxecefklaemglfrsog
Intento (22) | a: 10 | b: 17 | Resultado: Azfzñiwczñzñssnrsqwsbsndwmkjsñsqwamtzrsiimutsksazsitywsirtmkrsikzjmtkzaazzwitizñscwzrsfzazsazbmtkdwsrizqtwkatrsñsrisnjmskrznñmsufmañtnmnñsbzjwkznywrkmvbdwsnsibmizkyzizjtkrmkwzijtksayazkkzjmtkzañsbzjwkzjmtkjtkrizsajtitkzbmiwntimcmkzafskrssazbmtkmezzzrsiimuziskcwzrsfzazsafmsijtasnzaznbmsmkrmwkzhtiznysitawsctnsmkxtiftdwssabwsatnshzemzisriznzñtpytisntaasctzayzmnzsntñsaznjwzrithtiznñssnrsqwsbsnsafmkmnrsimtñsnzawñmkxtiftdwssazbmtkrizqtrisnjmskrznñmsufmañtnmnñsaemtatcmjtiwntñsaznjwzasnnsnskrzfmantknscwkñznñtnmnpñtnjmskrtnjmkjwskrzfmayimfsiznñtnmnzñmxsiskjmzñstriznbzjwkznsaemtatcmjtñsiwnmzrmsksñtnjtfytkskrsnwktdwsnswrmamuzyzizazyimfsizñtnmnptrityzizsaisxwsiutpsnrsjziczfskrtñsnsnskrzfmanmckmxmjzimzsayimfsitdwsisjmessayzmnñsnscwkñznñtnmnjtksnrznñtnmnnsjtkrmkwzizjtksayazkkzjmtkzañsbzjwkzjmtkpnsmkmjmzizjtkazzñfmkmnrizjmtkñsaznnscwkñznñtnmnjwzkñtaznyimfsiznysintkznmkfwkmuzñznjtknywrkmvbjwfyazknwnktbskrzñmznñshzesiisjmemñtazyimfsizñtnmnjmrzazmkxtifzjmtkñsafmkmnrsimtñsnzawñ
Intento (22) | a: 10 | b: 18 | Resultado: Ihnhvpekhvhvaauzayeajauletrqavayeitbhzapptcbaraihapbgeapzbtrzaprhqtbrhiihhepbphvakehzanhihaihjtbrleazphyberibzavazpauqtarzhuvtacntivbutuvajhqerhugezrtdjleauapjtphrghphqbrztrehpqbraigihrrhqtbrhivajhqerhqtbrqbrzphaiqbpbrhjtpeubptktrhinarzaaihjtbrtmhhhzapptchparkehzanhihaintapqbiauhihujtatrzterhobphugapbieakbuatrfbpnbleaaijeaibuaohmthpazphuhvbxgbpaubiiakbhightuhaubvaihuqehzpbobphuvaauzayeajauaintrtuzaptbvauhievtrfbpnbleaaihjtbrzphybzpauqtarzhuvtacntivbutuvaimtbibktqbpeubvaihuqehiauuauarzhntiubruakervhuvbutuxvbuqtarzbuqtrqearzhntigptnaphuvbutuhvtfaparqthvabzphujhqerhuaimtbibktqbvapeuthztaravbuqbngbrarzauerbleauaeztitchghphihgptnaphvbutuxbzpbghphaipafeapcbxauzaqhpkhnarzbvauauarzhntiutkrtftqhpthaigptnapbleapaqtmaaightuvauakervhuvbutuqbrauzhuvbutuuaqbrztrehphqbraigihrrhqtbrhivajhqerhqtbrxuatrtqthphqbrihhvntrtuzphqtbrvaihuuakervhuvbutuqehrvbihugptnaphugapubrhutrnertchvhuqbrugezrtdjqengihrueurbjarzhvthuvaohmappaqtmtvbihgptnaphvbutuqtzhihtrfbpnhqtbrvaintrtuzaptbvauhiev
Intento (22) | a: 10 | b: 19 | Resultado: Pouodxmrododiichigmiqicsmbzyidigmpbjohixxbkjizipoixjñmixhjbzhixzoybjzoppoomxjxodirmohiuopoipoqbjzsmihxogjmzpjhidihxicybizhocdbikubpdjcbcdiqoymzocñmhzblqsmicixqbxozñoxoyjzhbzmoxyjzipñpozzoybjzopdiqoymzoybjzyjzhxoipyjxjzoqbxmcjxbrbzopuizhiipoqbjzbtooohixxbkoxizrmohiuopoipubixyjpicopocqbibzhbmzowjxocñixjpmirjcibznjxujsmiipqmipjciwotboxihxocodjfñjxicjppirjopñobcoicjdipocymohxjwjxocdiichigmiqicipubzbchixbjdicopmdbznjxujsmiipoqbjzhxogjhxicybizhocdbikubpdjcbcdiptbjpjrbyjxmcjdipocymopiccicizhoubpcjzcirmzdocdjcbcfdjcybizhjcybzymizhoubpñxbuixocdjcbcodbnixizybodijhxocqoymzociptbjpjrbyjdixmcbohbizidjcyjuñjzizhicmzjsmicimhbpbkoñoxopoñxbuixodjcbcfjhxjñoxoipxinmixkjfichiyoxrouizhjdicicizhoubpcbrzbnbyoxboipñxbuixjsmixiybtiipñobcdicirmzdocdjcbcyjzichocdjcbcciyjzhbzmoxoyjzipñpozzoybjzopdiqoymzoybjzfcibzbyboxoyjzpoodubzbchxoybjzdipoccirmzdocdjcbcymozdjpocñxbuixocñixcjzocbzumzbkodocyjzcñmhzblqymuñpozcmczjqizhodbocdiwotixxiybtbdjpoñxbuixodjcbcybhopobznjxuoybjzdipubzbchixbjdicopmd
Intento (22) | a: 10 | b: 20 | Resultado: Xwcwlftzwlwlppkopñtpypkatjhgplpñtxjqwopffjrqphpxwpfqvtpfoqjhopfhwgjqhwxxwwtfqfwlpztwopcwxwpxwyjqhatpofwñqthxqoplpofpkgjphowkljprcjxlqkjklpywgthwkvtohjsyatpkpfyjfwhvwfwgqhojhtwfgqhpxvxwhhwgjqhwxlpywgthwgjqhgqhofwpxgqfqhwyjftkqfjzjhwxcphoppxwyjqhjbwwwopffjrwfphztwopcwxwpxcjpfgqxpkwxwkyjpjhojthweqfwkvpfqxtpzqkpjhuqfcqatppxytpxqkpewbjwfpofwkwlqnvqfpkqxxpzqwxvwjkwpkqlpxwkgtwofqeqfwklppkopñtpypkpxcjhjkopfjqlpkwxtljhuqfcqatppxwyjqhofwñqofpkgjphowkljprcjxlqkjklpxbjqxqzjgqftkqlpxwkgtwxpkkpkphowcjxkqhkpzthlwklqkjknlqkgjphoqkgjhgtphowcjxvfjcpfwklqkjkwljupfphgjwlpqofwkywgthwkpxbjqxqzjgqlpftkjwojphplqkgqcvqhphopkthqatpkptojxjrwvwfwxwvfjcpfwlqkjknqofqvwfwpxfputpfrqnpkopgwfzwcphoqlpkpkphowcjxkjzhjujgwfjwpxvfjcpfqatpfpgjbppxvwjklpkpzthlwklqkjkgqhpkowklqkjkkpgqhojhtwfwgqhpxvxwhhwgjqhwxlpywgthwgjqhnkpjhjgjwfwgqhxwwlcjhjkofwgjqhlpxwkkpzthlwklqkjkgtwhlqxwkvfjcpfwkvpfkqhwkjhcthjrwlwkgqhkvtohjsygtcvxwhktkhqyphowljwklpewbpffpgjbjlqxwvfjcpfwlqkjkgjowxwjhuqfcwgjqhlpxcjhjkopfjqlpkwxtl
Intento (22) | a: 10 | b: 21 | Resultado: Fekesnbhesesxxrwxvbxgxribqoñxsxvbfqyewxnnqzyxoxfexnydbxnwyqowxnoeñqyoeffeebnynesxhbewxkefexfegqyoibxwnevybofywxsxwnxrñqxowersqxzkqfsyrqrsxgeñboerdbwoqagibxrxngqneodeneñyowqobenñyoxfdfeooeñqyoefsxgeñboeñqyoñyownexfñynyoegqnbrynqhqoefkxowxxfegqyoqjeeewxnnqzenxohbewxkefexfkqxnñyfxrefergqxqowqboemynerdxnyfbxhyrxqocynkyibxxfgbxfyrxmejqenxwneresyudynxryffxhyefdeqrexrysxferñbewnymynersxxrwxvbxgxrxfkqoqrwxnqysxrefbsqocynkyibxxfegqyownevywnxrñqxowersqxzkqfsyrqrsxfjqyfyhqñynbrysxferñbefxrrxrxowekqfryorxhbosersyrqrusyrñqxowyrñqoñbxowekqfdnqkxnersyrqresqcxnxoñqesxywnergeñboerxfjqyfyhqñysxnbrqewqxoxsyrñykdyoxowxrboyibxrxbwqfqzedenefednqkxnesyrqruywnydenexfnxcbxnzyuxrwxñenhekxowysxrxrxowekqfrqhoqcqñenqexfdnqkxnyibxnxñqjxxfdeqrsxrxhbosersyrqrñyoxrwersyrqrrxñyowqobeneñyoxfdfeooeñqyoefsxgeñboeñqyourxqoqñqeneñyofeeskqoqrwneñqyosxferrxhbosersyrqrñbeosyferdnqkxnerdxnryoerqokboqzeserñyordbwoqagñbkdfeorbroygxowesqersxmejxnnxñqjqsyfednqkxnesyrqrñqwefeqocynkeñqyosxfkqoqrwxnqysxrefbs
Intento (22) | a: 10 | b: 22 | Resultado: Nmrmaujomamaffzefdjfñfzpjywvfafdjnygmefuuyhgfwfnmfugljfuegywefuwmvygwmnnmmjugumafojmefrmnmfnmñygwpjfeumdgjwngefafeufzvyfwemzayfhrynagzyzafñmvjwmzljewyiñpjfzfuñyumwlmumvgweywjmuvgwfnlnmwwmvygwmnafñmvjwmvygwvgweumfnvgugwmñyujzguyoywmnrfweffnmñygwyqmmmefuuyhmufwojmefrmnmfnryfuvgnfzmnmzñyfyweyjwmtgumzlfugnjfogzfywkgurgpjffnñjfngzftmqymufeumzmagclgufzgnnfogmnlmyzmfzgafnmzvjmeugtgumzaffzefdjfñfzfnrywyzefuygafzmnjaywkgurgpjffnmñygweumdgeufzvyfwemzayfhrynagzyzafnqygngoyvgujzgafnmzvjmnfzzfzfwemrynzgwzfojwamzagzyzcagzvyfwegzvywvjfwemrynluyrfumzagzyzmaykfufwvymafgeumzñmvjwmzfnqygngoyvgafujzymeyfwfagzvgrlgwfwefzjwgpjfzfjeynyhmlmumnmluyrfumagzyzcgeuglmumfnufkjfuhgcfzefvmuomrfwegafzfzfwemrynzyowykyvmuymfnluyrfugpjfufvyqffnlmyzafzfojwamzagzyzvgwfzemzagzyzzfvgweywjmumvgwfnlnmwwmvygwmnafñmvjwmvygwczfywyvymumvgwnmmarywyzeumvygwafnmzzfojwamzagzyzvjmwagnmzluyrfumzlfuzgwmzywrjwyhmamzvgwzljewyiñvjrlnmwzjzwgñfwemaymzaftmqfuufvyqyagnmluyrfumagzyzvyemnmywkgurmvygwafnrywyzefuygafzmnja
Intento (22) | a: 10 | b: 23 | Resultado: Utzticqwtitinnhmnlqnvnhxqgedninlqugñtmnccgoñnenutncñsqncmñgemncetdgñetuuttqcñctinwqtmnztutnutvgñexqnmctlñqeuñmninmcnhdgnemthignozguiñhghinvtdqethsqmegpvxqnhncvgctestctdñemgeqtcdñenusuteetdgñetuinvtdqetdgñedñemctnudñcñetvgcqhñcgwgetuznemnnutvgñegytttmnccgotcnewqtmnztutnuzgncdñunhtuthvgngemgqetbñcthsncñuqnwñhngerñczñxqnnuvqnuñhnbtygtcnmcthtiñksñcnhñuunwñtustghtnhñinuthdqtmcñbñcthinnhmnlqnvnhnuzgeghmncgñinhtuqigerñczñxqnnutvgñemctlñmcnhdgnemthignozguiñhghinuygñuñwgdñcqhñinuthdqtunhhnhnemtzguhñehnwqeithiñhghkiñhdgnemñhdgedqnemtzguscgzncthiñhghtigrncnedgtinñmcthvtdqethnuygñuñwgdñincqhgtmgneniñhdñzsñenemnhqeñxqnhnqmgugotstctutscgznctiñhghkñmcñstctnucnrqncoñknhmndtcwtznemñinhnhnemtzguhgwegrgdtcgtnuscgzncñxqncndgynnustghinhnwqeithiñhghdñenhmthiñhghhndñemgeqtctdñenusuteetdgñetuinvtdqetdgñekhngegdgtctdñeuttizgeghmctdgñeinuthhnwqeithiñhghdqteiñuthscgzncthsnchñethgezqegotithdñehsqmegpvdqzsutehqheñvnemtigthinbtynccndgygiñutscgznctiñhghdgmtutgerñcztdgñeinuzgeghmncgñinhtuqi
Intento (22) | a: 10 | b: 24 | Resultado: Cbhbpkyebpbpuuotusyuduofyñmlupusycñvbtukkñwvumucbukvayuktvñmtukmblñvmbccbbykvkbpueybtuhbcbucbdñvmfyutkbsvymcvtuputkuolñumtbopñuwhñcpvoñopudblymboaytmñxdfyuoukdñkbmabkblvmtñmybklvmucacbmmblñvmbcpudblymblñvmlvmtkbuclvkvmbdñkyovkñeñmbchumtuucbdñvmñgbbbtukkñwbkumeybtuhbcbuchñuklvcuobcbodñuñmtñymbjvkboaukvcyuevouñmzvkhvfyuucdyucvoujbgñbkutkbobpvravkuovccuevbcabñobuovpucbolybtkvjvkbopuuotusyuduouchñmñotukñvpuobcypñmzvkhvfyuucbdñvmtkbsvtkuolñumtbopñuwhñcpvoñopucgñvcveñlvkyovpucbolybcuoououmtbhñcovmoueympbopvoñorpvolñumtvolñmlyumtbhñcakñhukbopvoñobpñzukumlñbpuvtkbodblymboucgñvcveñlvpukyoñbtñumupvolvhavmumtuoymvfyuouytñcñwbabkbcbakñhukbpvoñorvtkvabkbuckuzyukwvruotulbkebhumtvpuououmtbhñcoñemñzñlbkñbucakñhukvfyukulñguucabñopuoueympbopvoñolvmuotbopvoñooulvmtñmybkblvmucacbmmblñvmbcpudblymblñvmrouñmñlñbkblvmcbbphñmñotkblñvmpucbooueympbopvoñolybmpvcboakñhukboaukovmboñmhymñwbpbolvmoaytmñxdlyhacbmoyomvdumtbpñbopujbgukkulñgñpvcbakñhukbpvoñolñtbcbñmzvkhblñvmpuchñmñotukñvpuobcyp
Intento (22) | a: 10 | b: 25 | Resultado: Kjojxrgmjxjxccwbcagclcwngvtscxcagkvdjbcrrvedctckjcrdigcrbdvtbcrtjsvdtjkkjjgrdrjxcmgjbcojkjckjlvdtngcbrjadgtkdbcxcbrcwsvctbjwxvceovkxdwvwxcljsgtjwigbtvflngcwcrlvrjtijrjsdtbvtgjrsdtckikjttjsvdtjkxcljsgtjsvdtsdtbrjcksdrdtjlvrgwdrvmvtjkoctbcckjlvdtvñjjjbcrrvejrctmgjbcojkjckovcrsdkcwjkjwlvcvtbvgtjqdrjwicrdkgcmdwcvthdrodngccklgckdwcqjñvjrcbrjwjxdzidrcwdkkcmdjkijvwjcwdxckjwsgjbrdqdrjwxccwbcagclcwckovtvwbcrvdxcwjkgxvthdrodngcckjlvdtbrjadbrcwsvctbjwxvceovkxdwvwxckñvdkdmvsdrgwdxckjwsgjkcwwcwctbjovkwdtwcmgtxjwxdwvwzxdwsvctbdwsvtsgctbjovkirvocrjwxdwvwjxvhcrctsvjxcdbrjwljsgtjwckñvdkdmvsdxcrgwvjbvctcxdwsdoidtctbcwgtdngcwcgbvkvejijrjkjirvocrjxdwvwzdbrdijrjckrchgcredzcwbcsjrmjoctbdxcwcwctbjovkwvmtvhvsjrvjckirvocrdngcrcsvñcckijvwxcwcmgtxjwxdwvwsdtcwbjwxdwvwwcsdtbvtgjrjsdtckikjttjsvdtjkxcljsgtjsvdtzwcvtvsvjrjsdtkjjxovtvwbrjsvdtxckjwwcmgtxjwxdwvwsgjtxdkjwirvocrjwicrwdtjwvtogtvejxjwsdtwigbtvflsgoikjtwgwtdlctbjxvjwxcqjñcrrcsvñvxdkjirvocrjxdwvwsvbjkjvthdrojsvdtxckovtvwbcrvdxcwjkgx
Intento (22) | a: 10 | b: 26 | Resultado: Rqwqfzñtqfqfkkejkiñkskeuñdbakfkiñrdlqjkzzdmlkbkrqkzlpñkzjldbjkzbqadlbqrrqqñzlzqfktñqjkwqrqkrqsdlbuñkjzqilñbrljkfkjzkeadkbjqefdkmwdrfledefksqañbqepñjbdnsuñkekzsdzqbpqzqalbjdbñqzalbkrprqbbqadlbqrfksqañbqadlbalbjzqkralzlbqsdzñelzdtdbqrwkbjkkrqsdlbdvqqqjkzzdmqzkbtñqjkwqrqkrwdkzalrkeqrqesdkdbjdñbqylzqepkzlrñktlekdbolzwluñkkrsñkrlekyqvdqzkjzqeqflhplzkelrrktlqrpqdeqkelfkrqeañqjzlylzqefkkejkiñkskekrwdbdejkzdlfkeqrñfdbolzwluñkkrqsdlbjzqiljzkeadkbjqefdkmwdrfledefkrvdlrltdalzñelfkrqeañqrkeekekbjqwdrelbektñbfqefledehfleadkbjleadbañkbjqwdrpzdwkzqefledeqfdokzkbadqfkljzqesqañbqekrvdlrltdalfkzñedqjdkbkflealwplbkbjkeñbluñkekñjdrdmqpqzqrqpzdwkzqfledehljzlpqzqkrzkoñkzmlhkejkaqztqwkbjlfkekekbjqwdredtbdodaqzdqkrpzdwkzluñkzkadvkkrpqdefkektñbfqefledealbkejqefledeekalbjdbñqzqalbkrprqbbqadlbqrfksqañbqadlbhekdbdadqzqalbrqqfwdbdejzqadlbfkrqeektñbfqefledeañqbflrqepzdwkzqepkzelbqedbwñbdmqfqealbepñjbdnsañwprqbeñeblskbjqfdqefkyqvkzzkadvdflrqpzdwkzqfledeadjqrqdbolzwqadlbfkrwdbdejkzdlfkeqrñf
